button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect
1,[3.4291000000238228],[3.429200000047672],A14HW0XMI4R2ON,,female,10,2022-11-08_20h40.29.146,memory_pilot_most_recent,2022.2.4,Linux x86_64,59.99880002,,,,,,,,,,,
,,,A14HW0XMI4R2ON,,female,10,2022-11-08_20h40.29.146,memory_pilot_most_recent,2022.2.4,Linux x86_64,59.99880002,,,,,,,,,,,
,,,A14HW0XMI4R2ON,,female,10,2022-11-08_20h40.29.146,memory_pilot_most_recent,2022.2.4,Linux x86_64,59.99880002,space,5.6567,,,,,,,,,
,,,A14HW0XMI4R2ON,,female,10,2022-11-08_20h40.29.146,memory_pilot_most_recent,2022.2.4,Linux x86_64,59.99880002,,,,,,,,,,,
,,,A14HW0XMI4R2ON,,female,10,2022-11-08_20h40.29.146,memory_pilot_most_recent,2022.2.4,Linux x86_64,59.99880002,,,,1,0,0,0,0,1,flower1.jpg,
,,,A14HW0XMI4R2ON,,female,10,2022-11-08_20h40.29.146,memory_pilot_most_recent,2022.2.4,Linux x86_64,59.99880002,,,,1,0,1,1,1,1,flower2.jpg,
