button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate
1,[3279.6025000000004],[3279.6026000003817],A1D8EUOJW3MX7N,30,male,6,2022-11-08_14h12.38.993,memory_pilot_most_recent,2022.2.4,Win32,13.27457123
