,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.4266,0.0,flower1.jpg,flower1_pair.jpg,left,A3SSIUMI7ONK5W
1,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.9932,1.0,flower2_pair.jpg,flower2.jpg,right,A3SSIUMI7ONK5W
2,6,2.0,left.jpg,left,,,14.0,left,1.0,1.5595,2.0,flower3.jpg,flower3_pair.jpg,left,A3SSIUMI7ONK5W
3,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.5024,3.0,flower4.jpg,flower4_pair.jpg,left,A3SSIUMI7ONK5W
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.1196,4.0,flower5_pair.jpg,flower5.jpg,right,A3SSIUMI7ONK5W
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,0.772,5.0,flower6.jpg,flower6_pair.jpg,left,A3SSIUMI7ONK5W
6,10,6.0,flower6.jpg,,,,,,,,,,,,A3SSIUMI7ONK5W
7,4,0.0,flower1.jpg,,,,12.0,right,0.0,1112.3791,0.0,flower1.jpg,flower1_pair.jpg,left,A2NVX39CZ34V4E
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,0.3928,1.0,flower2_pair.jpg,flower2.jpg,right,A2NVX39CZ34V4E
9,6,2.0,left.jpg,left,,,14.0,right,0.0,0.2993,2.0,flower3.jpg,flower3_pair.jpg,left,A2NVX39CZ34V4E
10,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.1025,3.0,flower4.jpg,flower4_pair.jpg,left,A2NVX39CZ34V4E
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.2,4.0,flower5_pair.jpg,flower5.jpg,right,A2NVX39CZ34V4E
12,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.2044,5.0,flower6.jpg,flower6_pair.jpg,left,A2NVX39CZ34V4E
13,10,6.0,flower6.jpg,,,,,,,,,,,,A2NVX39CZ34V4E
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.368,0.0,flower1.jpg,flower1_pair.jpg,left,A28OD52SMLYQ16
15,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.474,1.0,flower2_pair.jpg,flower2.jpg,right,A28OD52SMLYQ16
16,6,2.0,left.jpg,left,0.373,left,14.0,left,1.0,2.018,2.0,flower3.jpg,flower3_pair.jpg,left,A28OD52SMLYQ16
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.816,3.0,flower4.jpg,flower4_pair.jpg,left,A28OD52SMLYQ16
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.533,4.0,flower5_pair.jpg,flower5.jpg,right,A28OD52SMLYQ16
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.515,5.0,flower6.jpg,flower6_pair.jpg,left,A28OD52SMLYQ16
20,10,6.0,flower6.jpg,,,,,,,,,,,,A28OD52SMLYQ16
21,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.4384,0.0,flower1.jpg,flower1_pair.jpg,left,A344BXT88DM2ZH
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.7427,1.0,flower2_pair.jpg,flower2.jpg,right,A344BXT88DM2ZH
23,6,2.0,left.jpg,left,2.3575,right,14.0,left,1.0,1.3315,2.0,flower3.jpg,flower3_pair.jpg,left,A344BXT88DM2ZH
24,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.3244,3.0,flower4.jpg,flower4_pair.jpg,left,A344BXT88DM2ZH
25,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.8471,4.0,flower5_pair.jpg,flower5.jpg,right,A344BXT88DM2ZH
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.8252,5.0,flower6.jpg,flower6_pair.jpg,left,A344BXT88DM2ZH
27,10,6.0,flower6.jpg,,,,,,,,,,,,A344BXT88DM2ZH
28,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.8513,0.0,flower1.jpg,flower1_pair.jpg,left,A2MIFJZZPOCI6
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.2454,1.0,flower2_pair.jpg,flower2.jpg,right,A2MIFJZZPOCI6
30,6,2.0,left.jpg,left,0.2098,right,14.0,left,1.0,0.7438,2.0,flower3.jpg,flower3_pair.jpg,left,A2MIFJZZPOCI6
31,7,3.0,flower3.jpg,,,,15.0,right,0.0,0.4424,3.0,flower4.jpg,flower4_pair.jpg,left,A2MIFJZZPOCI6
32,8,4.0,flower4.jpg,,,,16.0,left,0.0,0.2989,4.0,flower5_pair.jpg,flower5.jpg,right,A2MIFJZZPOCI6
33,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.3012,5.0,flower6.jpg,flower6_pair.jpg,left,A2MIFJZZPOCI6
34,10,6.0,flower6.jpg,,,,,,,,,,,,A2MIFJZZPOCI6
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.735,0.0,flower1.jpg,flower1_pair.jpg,left,A3N5E6HZDBRFNC
36,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.639,1.0,flower2_pair.jpg,flower2.jpg,right,A3N5E6HZDBRFNC
37,6,2.0,left.jpg,left,1.193,left,14.0,left,1.0,2.248,2.0,flower3.jpg,flower3_pair.jpg,left,A3N5E6HZDBRFNC
38,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.161,3.0,flower4.jpg,flower4_pair.jpg,left,A3N5E6HZDBRFNC
39,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.504,4.0,flower5_pair.jpg,flower5.jpg,right,A3N5E6HZDBRFNC
40,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.29,5.0,flower6.jpg,flower6_pair.jpg,left,A3N5E6HZDBRFNC
41,10,6.0,flower6.jpg,,,,,,,,,,,,A3N5E6HZDBRFNC
42,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.6009,0.0,flower1.jpg,flower1_pair.jpg,left,A287I4G1Q0K003
43,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.1362,1.0,flower2_pair.jpg,flower2.jpg,right,A287I4G1Q0K003
44,6,2.0,left.jpg,left,0.7924,left,14.0,right,0.0,0.6715,2.0,flower3.jpg,flower3_pair.jpg,left,A287I4G1Q0K003
45,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.7626,3.0,flower4.jpg,flower4_pair.jpg,left,A287I4G1Q0K003
46,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.4115,4.0,flower5_pair.jpg,flower5.jpg,right,A287I4G1Q0K003
47,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.0078,5.0,flower6.jpg,flower6_pair.jpg,left,A287I4G1Q0K003
48,10,6.0,flower6.jpg,,,,,,,,,,,,A287I4G1Q0K003
49,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.31,0.0,flower1.jpg,flower1_pair.jpg,left,A1YGV1J2URRQDG
50,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.086,1.0,flower2_pair.jpg,flower2.jpg,right,A1YGV1J2URRQDG
51,6,2.0,left.jpg,left,,,14.0,left,1.0,3.047,2.0,flower3.jpg,flower3_pair.jpg,left,A1YGV1J2URRQDG
52,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.714,3.0,flower4.jpg,flower4_pair.jpg,left,A1YGV1J2URRQDG
53,8,4.0,flower4.jpg,,,,16.0,left,0.0,4.812,4.0,flower5_pair.jpg,flower5.jpg,right,A1YGV1J2URRQDG
54,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.358,5.0,flower6.jpg,flower6_pair.jpg,left,A1YGV1J2URRQDG
55,10,6.0,flower6.jpg,,,,,,,,,,,,A1YGV1J2URRQDG
56,4,0.0,flower1.jpg,,,,12.0,right,0.0,8.6764,0.0,flower1.jpg,flower1_pair.jpg,left,A1AW4WCRVLE1C6
57,5,1.0,flower2.jpg,,,,13.0,left,0.0,0.6302,1.0,flower2_pair.jpg,flower2.jpg,right,A1AW4WCRVLE1C6
58,6,2.0,left.jpg,left,1.5786,left,14.0,left,1.0,1.7334,2.0,flower3.jpg,flower3_pair.jpg,left,A1AW4WCRVLE1C6
59,7,3.0,flower3.jpg,,,,15.0,left,1.0,7.5453,3.0,flower4.jpg,flower4_pair.jpg,left,A1AW4WCRVLE1C6
60,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.9957,4.0,flower5_pair.jpg,flower5.jpg,right,A1AW4WCRVLE1C6
61,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.4001,5.0,flower6.jpg,flower6_pair.jpg,left,A1AW4WCRVLE1C6
62,10,6.0,flower6.jpg,,,,,,,,,,,,A1AW4WCRVLE1C6
63,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.2972,0.0,flower1.jpg,flower1_pair.jpg,left,A2Q0XPK1CBAKFA
64,5,1.0,flower2.jpg,,,,13.0,left,0.0,0.0157,1.0,flower2_pair.jpg,flower2.jpg,right,A2Q0XPK1CBAKFA
65,6,2.0,left.jpg,left,,,14.0,left,1.0,0.0146,2.0,flower3.jpg,flower3_pair.jpg,left,A2Q0XPK1CBAKFA
66,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.0146,3.0,flower4.jpg,flower4_pair.jpg,left,A2Q0XPK1CBAKFA
67,8,4.0,flower4.jpg,,,,16.0,left,0.0,0.0153,4.0,flower5_pair.jpg,flower5.jpg,right,A2Q0XPK1CBAKFA
68,9,5.0,flower5.jpg,,,,17.0,left,1.0,0.0219,5.0,flower6.jpg,flower6_pair.jpg,left,A2Q0XPK1CBAKFA
69,10,6.0,flower6.jpg,,,,,,,,,,,,A2Q0XPK1CBAKFA
70,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.575,0.0,flower1.jpg,flower1_pair.jpg,left,A1NLJ1L4VCQYV2
71,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.62,1.0,flower2_pair.jpg,flower2.jpg,right,A1NLJ1L4VCQYV2
72,6,2.0,left.jpg,left,0.575,left,14.0,left,1.0,1.273,2.0,flower3.jpg,flower3_pair.jpg,left,A1NLJ1L4VCQYV2
73,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.702,3.0,flower4.jpg,flower4_pair.jpg,left,A1NLJ1L4VCQYV2
74,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.634,4.0,flower5_pair.jpg,flower5.jpg,right,A1NLJ1L4VCQYV2
75,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.842,5.0,flower6.jpg,flower6_pair.jpg,left,A1NLJ1L4VCQYV2
76,10,6.0,flower6.jpg,,,,,,,,,,,,A1NLJ1L4VCQYV2
77,4,0.0,flower1.jpg,,,,12.0,left,1.0,26.304,0.0,flower1.jpg,flower1_pair.jpg,left,A1PX4CR15QC57J
78,5,1.0,flower2.jpg,,,,13.0,right,1.0,0.919,1.0,flower2_pair.jpg,flower2.jpg,right,A1PX4CR15QC57J
79,6,2.0,left.jpg,left,1.293,left,14.0,right,0.0,27.637,2.0,flower3.jpg,flower3_pair.jpg,left,A1PX4CR15QC57J
80,7,3.0,flower3.jpg,,,,15.0,right,0.0,5.591,3.0,flower4.jpg,flower4_pair.jpg,left,A1PX4CR15QC57J
81,8,4.0,flower4.jpg,,,,16.0,left,0.0,3.066,4.0,flower5_pair.jpg,flower5.jpg,right,A1PX4CR15QC57J
82,9,5.0,flower5.jpg,,,,17.0,right,0.0,3.252,5.0,flower6.jpg,flower6_pair.jpg,left,A1PX4CR15QC57J
83,10,6.0,flower6.jpg,,,,,,,,,,,,A1PX4CR15QC57J
84,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.5157,0.0,flower1.jpg,flower1_pair.jpg,left,AS08ODODBG8BX
85,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.8095,1.0,flower2_pair.jpg,flower2.jpg,right,AS08ODODBG8BX
86,6,2.0,left.jpg,left,1.703,left,14.0,left,1.0,2.8298,2.0,flower3.jpg,flower3_pair.jpg,left,AS08ODODBG8BX
87,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.6051,3.0,flower4.jpg,flower4_pair.jpg,left,AS08ODODBG8BX
88,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.2107,4.0,flower5_pair.jpg,flower5.jpg,right,AS08ODODBG8BX
89,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.222,5.0,flower6.jpg,flower6_pair.jpg,left,AS08ODODBG8BX
90,10,6.0,flower6.jpg,,,,,,,,,,,,AS08ODODBG8BX
91,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.110700001,0.0,flower1.jpg,flower1_pair.jpg,left,AK52RXEJKR81A
92,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.82,1.0,flower2_pair.jpg,flower2.jpg,right,AK52RXEJKR81A
93,6,2.0,left.jpg,left,,,14.0,left,1.0,1.951900001,2.0,flower3.jpg,flower3_pair.jpg,left,AK52RXEJKR81A
94,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.425900001,3.0,flower4.jpg,flower4_pair.jpg,left,AK52RXEJKR81A
95,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.8136,4.0,flower5_pair.jpg,flower5.jpg,right,AK52RXEJKR81A
96,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.746799999,5.0,flower6.jpg,flower6_pair.jpg,left,AK52RXEJKR81A
97,10,6.0,flower6.jpg,,,,,,,,,,,,AK52RXEJKR81A
98,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.7733,0.0,flower1.jpg,flower1_pair.jpg,left,ALYR5CI2SM2JC
99,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.6959,1.0,flower2_pair.jpg,flower2.jpg,right,ALYR5CI2SM2JC
100,6,2.0,left.jpg,left,,,14.0,left,1.0,1.5094,2.0,flower3.jpg,flower3_pair.jpg,left,ALYR5CI2SM2JC
101,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.4633,3.0,flower4.jpg,flower4_pair.jpg,left,ALYR5CI2SM2JC
102,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.1957,4.0,flower5_pair.jpg,flower5.jpg,right,ALYR5CI2SM2JC
103,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.1553,5.0,flower6.jpg,flower6_pair.jpg,left,ALYR5CI2SM2JC
104,10,6.0,flower6.jpg,,,,,,,,,,,,ALYR5CI2SM2JC
105,4,0.0,flower1.jpg,,,,12.0,right,0.0,19.7994,0.0,flower1.jpg,flower1_pair.jpg,left,AZD5EFRI6AB7X
106,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.3901,1.0,flower2_pair.jpg,flower2.jpg,right,AZD5EFRI6AB7X
107,6,2.0,left.jpg,left,,,14.0,right,0.0,2.5253,2.0,flower3.jpg,flower3_pair.jpg,left,AZD5EFRI6AB7X
108,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.0919,3.0,flower4.jpg,flower4_pair.jpg,left,AZD5EFRI6AB7X
109,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.3564,4.0,flower5_pair.jpg,flower5.jpg,right,AZD5EFRI6AB7X
110,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.9177,5.0,flower6.jpg,flower6_pair.jpg,left,AZD5EFRI6AB7X
111,10,6.0,flower6.jpg,,,,,,,,,,,,AZD5EFRI6AB7X
112,4,0.0,flower1.jpg,,,,12.0,right,0.0,51.9577,0.0,flower1.jpg,flower1_pair.jpg,left,A1ZFTV403BYKYJ
113,5,1.0,flower2.jpg,,,,13.0,right,1.0,9.4382,1.0,flower2_pair.jpg,flower2.jpg,right,A1ZFTV403BYKYJ
114,6,2.0,left.jpg,left,,,14.0,left,1.0,3.6072,2.0,flower3.jpg,flower3_pair.jpg,left,A1ZFTV403BYKYJ
115,7,3.0,flower3.jpg,,,,15.0,right,0.0,5.3816,3.0,flower4.jpg,flower4_pair.jpg,left,A1ZFTV403BYKYJ
116,8,4.0,flower4.jpg,,,,16.0,right,1.0,5.2801,4.0,flower5_pair.jpg,flower5.jpg,right,A1ZFTV403BYKYJ
117,9,5.0,flower5.jpg,,,,17.0,right,0.0,6.6442,5.0,flower6.jpg,flower6_pair.jpg,left,A1ZFTV403BYKYJ
118,10,6.0,flower6.jpg,,,,,,,,,,,,A1ZFTV403BYKYJ
119,4,0.0,flower1.jpg,,,,12.0,right,0.0,31.917,0.0,flower1.jpg,flower1_pair.jpg,left,AZ35WMIEU4RRK
120,5,1.0,flower2.jpg,,,,13.0,right,1.0,0.021,1.0,flower2_pair.jpg,flower2.jpg,right,AZ35WMIEU4RRK
121,6,2.0,left.jpg,left,0.872,left,14.0,right,0.0,4.911,2.0,flower3.jpg,flower3_pair.jpg,left,AZ35WMIEU4RRK
122,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.133,3.0,flower4.jpg,flower4_pair.jpg,left,AZ35WMIEU4RRK
123,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.699,4.0,flower5_pair.jpg,flower5.jpg,right,AZ35WMIEU4RRK
124,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.779,5.0,flower6.jpg,flower6_pair.jpg,left,AZ35WMIEU4RRK
125,10,6.0,flower6.jpg,,,,,,,,,,,,AZ35WMIEU4RRK
126,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.9479,0.0,flower1.jpg,flower1_pair.jpg,left,AOOLS8280CL0Z
127,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.4993,1.0,flower2_pair.jpg,flower2.jpg,right,AOOLS8280CL0Z
128,6,2.0,left.jpg,left,0.7346,left,14.0,left,1.0,1.8047,2.0,flower3.jpg,flower3_pair.jpg,left,AOOLS8280CL0Z
129,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.9,3.0,flower4.jpg,flower4_pair.jpg,left,AOOLS8280CL0Z
130,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.3368,4.0,flower5_pair.jpg,flower5.jpg,right,AOOLS8280CL0Z
131,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.3048,5.0,flower6.jpg,flower6_pair.jpg,left,AOOLS8280CL0Z
132,10,6.0,flower6.jpg,,,,,,,,,,,,AOOLS8280CL0Z
133,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.6485,0.0,flower1.jpg,flower1_pair.jpg,left,A289D98Z4GAZ28
134,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.6317,1.0,flower2_pair.jpg,flower2.jpg,right,A289D98Z4GAZ28
135,6,2.0,left.jpg,left,0.7496,left,14.0,left,1.0,1.3984,2.0,flower3.jpg,flower3_pair.jpg,left,A289D98Z4GAZ28
136,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.818,3.0,flower4.jpg,flower4_pair.jpg,left,A289D98Z4GAZ28
137,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.2987,4.0,flower5_pair.jpg,flower5.jpg,right,A289D98Z4GAZ28
138,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.1871,5.0,flower6.jpg,flower6_pair.jpg,left,A289D98Z4GAZ28
139,10,6.0,flower6.jpg,,,,,,,,,,,,A289D98Z4GAZ28
140,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.3891,0.0,flower1.jpg,flower1_pair.jpg,left,A2LMSIDVE4E4IO
141,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.2777,1.0,flower2_pair.jpg,flower2.jpg,right,A2LMSIDVE4E4IO
142,6,2.0,left.jpg,left,1.8633,left,14.0,left,1.0,2.0853,2.0,flower3.jpg,flower3_pair.jpg,left,A2LMSIDVE4E4IO
143,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.3248,3.0,flower4.jpg,flower4_pair.jpg,left,A2LMSIDVE4E4IO
144,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.7202,4.0,flower5_pair.jpg,flower5.jpg,right,A2LMSIDVE4E4IO
145,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.8979,5.0,flower6.jpg,flower6_pair.jpg,left,A2LMSIDVE4E4IO
146,10,6.0,flower6.jpg,,,,,,,,,,,,A2LMSIDVE4E4IO
147,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.9498,0.0,flower1.jpg,flower1_pair.jpg,left,A2JLNOYPVW7W4V
148,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.1983,1.0,flower2_pair.jpg,flower2.jpg,right,A2JLNOYPVW7W4V
149,6,2.0,left.jpg,left,2.3977,left,14.0,left,1.0,2.49,2.0,flower3.jpg,flower3_pair.jpg,left,A2JLNOYPVW7W4V
150,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.3338,3.0,flower4.jpg,flower4_pair.jpg,left,A2JLNOYPVW7W4V
151,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.9584,4.0,flower5_pair.jpg,flower5.jpg,right,A2JLNOYPVW7W4V
152,9,5.0,flower5.jpg,,,,17.0,left,1.0,4.8202,5.0,flower6.jpg,flower6_pair.jpg,left,A2JLNOYPVW7W4V
153,10,6.0,flower6.jpg,,,,,,,,,,,,A2JLNOYPVW7W4V
154,4,0.0,flower1.jpg,,,,12.0,right,0.0,1.9547,0.0,flower1.jpg,flower1_pair.jpg,left,A3QZPIABOH7AFM
155,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.6528,1.0,flower2_pair.jpg,flower2.jpg,right,A3QZPIABOH7AFM
156,6,2.0,left.jpg,left,0.1827,right,14.0,left,1.0,1.7004,2.0,flower3.jpg,flower3_pair.jpg,left,A3QZPIABOH7AFM
157,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.6966,3.0,flower4.jpg,flower4_pair.jpg,left,A3QZPIABOH7AFM
158,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.9477,4.0,flower5_pair.jpg,flower5.jpg,right,A3QZPIABOH7AFM
159,9,5.0,flower5.jpg,,,,17.0,left,1.0,0.7653,5.0,flower6.jpg,flower6_pair.jpg,left,A3QZPIABOH7AFM
160,10,6.0,flower6.jpg,,,,,,,,,,,,A3QZPIABOH7AFM
161,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.654,0.0,flower1.jpg,flower1_pair.jpg,left,A1J2KT39T9KW6S
162,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.683,1.0,flower2_pair.jpg,flower2.jpg,right,A1J2KT39T9KW6S
163,6,2.0,left.jpg,left,,,14.0,left,1.0,3.119,2.0,flower3.jpg,flower3_pair.jpg,left,A1J2KT39T9KW6S
164,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.508,3.0,flower4.jpg,flower4_pair.jpg,left,A1J2KT39T9KW6S
165,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.874,4.0,flower5_pair.jpg,flower5.jpg,right,A1J2KT39T9KW6S
166,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.041,5.0,flower6.jpg,flower6_pair.jpg,left,A1J2KT39T9KW6S
167,10,6.0,flower6.jpg,,,,,,,,,,,,A1J2KT39T9KW6S
168,4,0.0,flower1.jpg,,,,12.0,left,1.0,5.4928,0.0,flower1.jpg,flower1_pair.jpg,left,A35SQDP3G7ZFEP
169,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.7906,1.0,flower2_pair.jpg,flower2.jpg,right,A35SQDP3G7ZFEP
170,6,2.0,left.jpg,left,1.2288,left,14.0,left,1.0,1.5974,2.0,flower3.jpg,flower3_pair.jpg,left,A35SQDP3G7ZFEP
171,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.4988,3.0,flower4.jpg,flower4_pair.jpg,left,A35SQDP3G7ZFEP
172,8,4.0,flower4.jpg,,,,16.0,left,0.0,2.1978,4.0,flower5_pair.jpg,flower5.jpg,right,A35SQDP3G7ZFEP
173,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.1971,5.0,flower6.jpg,flower6_pair.jpg,left,A35SQDP3G7ZFEP
174,10,6.0,flower6.jpg,,,,,,,,,,,,A35SQDP3G7ZFEP
175,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.7402,0.0,flower1.jpg,flower1_pair.jpg,left,A2YC6PEMIRSOAA
176,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.5223,1.0,flower2_pair.jpg,flower2.jpg,right,A2YC6PEMIRSOAA
177,6,2.0,left.jpg,left,0.4552,left,14.0,left,1.0,1.0918,2.0,flower3.jpg,flower3_pair.jpg,left,A2YC6PEMIRSOAA
178,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.191,3.0,flower4.jpg,flower4_pair.jpg,left,A2YC6PEMIRSOAA
