button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate
1,[134.648],[134.648],A1YGV1J2URRQDG,32,Female,7,2022-09-18_09h14.50.429,memory_pilot_most_recent,2022.2.4,Win32,10.00040002
