,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.9253,0.0,flower1.jpg,flower1_pair.jpg,left,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
1,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.0856,1.0,flower2_pair.jpg,flower2.jpg,right,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
2,6,2.0,left.jpg,left,1.3565,left,14.0,left,1.0,1.342,2.0,flower3.jpg,flower3_pair.jpg,left,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
3,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.4469,3.0,flower4.jpg,flower4_pair.jpg,left,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.7806,4.0,flower5_pair.jpg,flower5.jpg,right,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.5332,5.0,flower6.jpg,flower6_pair.jpg,left,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
6,10,6.0,flower6.jpg,,,,,,,,,,,,A1J39RAV7TKEMF_2022-09-21_09h07.39.041.csv
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,5.6118,0.0,flower1.jpg,flower1_pair.jpg,left,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
8,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.0662,1.0,flower2_pair.jpg,flower2.jpg,right,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
9,6,2.0,left.jpg,left,,,14.0,right,0.0,2.1212,2.0,flower3.jpg,flower3_pair.jpg,left,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
10,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.186,3.0,flower4.jpg,flower4_pair.jpg,left,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
11,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.1864,4.0,flower5_pair.jpg,flower5.jpg,right,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.6895,5.0,flower6.jpg,flower6_pair.jpg,left,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
13,10,6.0,flower6.jpg,,,,,,,,,,,,A2EVO0JF0V6Q1_2022-09-21_09h23.24.584.csv
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.9624,0.0,flower1.jpg,flower1_pair.jpg,left,A1XIXGOB9KUMPJ_2022-09-21_09h19.13.047.csv
15,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.0651,1.0,flower2_pair.jpg,flower2.jpg,right,A1XIXGOB9KUMPJ_2022-09-21_09h19.13.047.csv
16,6,2.0,left.jpg,left,,,14.0,left,1.0,1.5134,2.0,flower3.jpg,flower3_pair.jpg,left,A1XIXGOB9KUMPJ_2022-09-21_09h19.13.047.csv
17,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.6376,3.0,flower4.jpg,flower4_pair.jpg,left,A1XIXGOB9KUMPJ_2022-09-21_09h19.13.047.csv
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.0486,4.0,flower5_pair.jpg,flower5.jpg,right,A1XIXGOB9KUMPJ_2022-09-21_09h19.13.047.csv
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.826,5.0,flower6.jpg,flower6_pair.jpg,left,A1XIXGOB9KUMPJ_2022-09-21_09h19.13.047.csv
