,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target_image,pair,layer,correct,test_encoding_response.rt,key_resp_end.keys,subject
0,20,,1.0,0.0,2446759803-49249.jpg,2238499155-170911.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
1,21,,1.0,1.0,2238428357-313623.jpg,2984616310-220514.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
2,22,,1.0,2.0,2512875899-126682.jpg,2898618440-216545.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
3,23,,1.0,3.0,2449442529-124445.jpg,2452380166-273109.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
4,24,,1.0,4.0,2238480677-317399.jpg,2446761173-49643.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
5,25,,1.0,5.0,2964223381-294447.jpg,2901938432-367628.jpg,3.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
6,26,,1.0,6.0,2864907432-362042.jpg,2898626395-216900.jpg,3.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
7,27,right,1.0,7.0,right.jpg,,,right,1.4053,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
8,28,,1.0,8.0,2901952513-70703.jpg,2864907361-287062.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
9,29,,1.0,9.0,2898633421-291973.jpg,2512876023-52283.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
10,30,,1.0,10.0,2898634397-367080.jpg,2898636423-69152.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
11,31,,1.0,11.0,2883256307-365057.jpg,2864901420-212148.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
12,32,,1.0,12.0,2898617468-68274.jpg,2864906345-212360.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
13,33,,1.0,13.0,2592380177-354629.jpg,2898633421-291974.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
14,34,,1.0,14.0,2238560245-182099.jpg,2901943480-218116.jpg,3.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
15,35,,1.0,15.0,2874299429-139695.jpg,2874313394-140557.jpg,3.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
16,36,,1.0,16.0,2898618390-216538.jpg,2864910427-362199.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
17,37,left,1.0,17.0,left.jpg,,,left,1.0348,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
18,38,,1.0,18.0,2449441881-272368.jpg,2238576222-334523.jpg,3.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
19,39,,1.0,19.0,2446759347-347016.jpg,2864904415-212294.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
20,40,,1.0,20.0,2898635428-69104.jpg,2864904390-212289.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
21,41,,1.0,21.0,2449442529-124446.jpg,2460547536-274179.jpg,3.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
22,42,,1.0,22.0,2460547467-349422.jpg,2989721311-296963.jpg,2.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
23,43,,1.0,23.0,2898635427-367120.jpg,2964221435-219434.jpg,1.0,,,,A3H1A5PGLBBWR0_2022-11-24_10h22.56.476.csv
