,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.4266,0.0,flower1.jpg,flower1_pair.jpg,left,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
1,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.9932,1.0,flower2_pair.jpg,flower2.jpg,right,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
2,6,2.0,left.jpg,left,,,14.0,left,1.0,1.5595,2.0,flower3.jpg,flower3_pair.jpg,left,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
3,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.5024,3.0,flower4.jpg,flower4_pair.jpg,left,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.1196,4.0,flower5_pair.jpg,flower5.jpg,right,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,0.772,5.0,flower6.jpg,flower6_pair.jpg,left,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
6,10,6.0,flower6.jpg,,,,,,,,,,,,A3SSIUMI7ONK5W_2022-09-18_07h12.45.775.csv
7,4,0.0,flower1.jpg,,,,12.0,right,0.0,1112.3791,0.0,flower1.jpg,flower1_pair.jpg,left,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,0.3928,1.0,flower2_pair.jpg,flower2.jpg,right,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
9,6,2.0,left.jpg,left,,,14.0,right,0.0,0.2993,2.0,flower3.jpg,flower3_pair.jpg,left,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
10,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.1025,3.0,flower4.jpg,flower4_pair.jpg,left,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.2,4.0,flower5_pair.jpg,flower5.jpg,right,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
12,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.2044,5.0,flower6.jpg,flower6_pair.jpg,left,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
13,10,6.0,flower6.jpg,,,,,,,,,,,,A2NVX39CZ34V4E_2022-09-18_09h34.12.895.csv
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.368,0.0,flower1.jpg,flower1_pair.jpg,left,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
15,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.474,1.0,flower2_pair.jpg,flower2.jpg,right,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
16,6,2.0,left.jpg,left,0.373,left,14.0,left,1.0,2.018,2.0,flower3.jpg,flower3_pair.jpg,left,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.816,3.0,flower4.jpg,flower4_pair.jpg,left,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.533,4.0,flower5_pair.jpg,flower5.jpg,right,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.515,5.0,flower6.jpg,flower6_pair.jpg,left,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
20,10,6.0,flower6.jpg,,,,,,,,,,,,A28OD52SMLYQ16_2022-09-18_09h47.12.518.csv
