,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target_image,pair,layer,correct,test_encoding_response.rt,key_resp_end.keys,subject
0,20,,1.0,0.0,2986451363-73599.jpg,2238434559-90406.jpg,3.0,,,,A33U3GZXTFC4M4
1,21,,1.0,1.0,2460547508-51571.jpg,2901941438-69835.jpg,3.0,,,,A33U3GZXTFC4M4
2,22,,1.0,2.0,2898635428-69104.jpg,2901943411-292945.jpg,2.0,,,,A33U3GZXTFC4M4
3,23,,1.0,3.0,2592379964-131054.jpg,2238479053-19457.jpg,2.0,,,,A33U3GZXTFC4M4
4,24,,1.0,4.0,2238480677-317399.jpg,2238573546-258454.jpg,2.0,,,,A33U3GZXTFC4M4
5,25,,1.0,5.0,2981231403-71642.jpg,2427873763-47290.jpg,3.0,,,,A33U3GZXTFC4M4
6,26,,1.0,6.0,2901939379-143480.jpg,2981229442-369621.jpg,2.0,,,,A33U3GZXTFC4M4
7,27,left,1.0,7.0,left.jpg,,,left,2.1744,,A33U3GZXTFC4M4
8,28,,1.0,8.0,2460547467-349421.jpg,2898631394-142727.jpg,1.0,,,,A33U3GZXTFC4M4
9,29,,1.0,9.0,2575120738-55529.jpg,2575120738-55528.jpg,2.0,,,,A33U3GZXTFC4M4
10,30,,1.0,10.0,2592380177-354629.jpg,2512875587-350044.jpg,3.0,,,,A33U3GZXTFC4M4
11,31,,1.0,11.0,2868474407-362883.jpg,2981246400-220363.jpg,2.0,,,,A33U3GZXTFC4M4
12,32,,1.0,12.0,2238560245-182099.jpg,2592380255-205553.jpg,1.0,,,,A33U3GZXTFC4M4
13,33,,1.0,13.0,2901952513-70703.jpg,2864907361-287062.jpg,1.0,,,,A33U3GZXTFC4M4
14,34,,1.0,14.0,2512875899-126682.jpg,2986447332-371497.jpg,3.0,,,,A33U3GZXTFC4M4
15,35,,1.0,15.0,2449442529-124445.jpg,2452380171-273112.jpg,1.0,,,,A33U3GZXTFC4M4
16,36,,1.0,16.0,2898635427-367120.jpg,2898621427-366486.jpg,3.0,,,,A33U3GZXTFC4M4
17,37,right,1.0,17.0,right.jpg,,,right,2.0719,,A33U3GZXTFC4M4
18,38,,1.0,18.0,2898617468-68274.jpg,2901943387-368037.jpg,2.0,,,,A33U3GZXTFC4M4
19,39,,1.0,19.0,2874302418-65979.jpg,2237857458-1325.jpg,1.0,,,,A33U3GZXTFC4M4
20,40,,1.0,20.0,2901947423-70311.jpg,2238573447-333826.jpg,2.0,,,,A33U3GZXTFC4M4
21,41,,1.0,21.0,2446759803-49249.jpg,2446760601-272099.jpg,1.0,,,,A33U3GZXTFC4M4
22,42,,1.0,22.0,2986451363-73598.jpg,2984628361-295995.jpg,2.0,,,,A33U3GZXTFC4M4
23,43,,1.0,23.0,2864907432-362042.jpg,2989726338-74002.jpg,3.0,,,,A33U3GZXTFC4M4
24,44,,1.0,24.0,2898634397-367080.jpg,2901934408-69289.jpg,2.0,,,,A33U3GZXTFC4M4
25,45,,1.0,25.0,2238580740-186218.jpg,2238521193-26285.jpg,2.0,,,,A33U3GZXTFC4M4
26,46,,1.0,26.0,2446758985-197609.jpg,2981240424-145795.jpg,1.0,,,,A33U3GZXTFC4M4
27,47,right,1.0,27.0,right.jpg,,,right,2.0416,,A33U3GZXTFC4M4
28,48,,1.0,28.0,2868475410-213219.jpg,2901946465-218350.jpg,1.0,,,,A33U3GZXTFC4M4
29,49,,1.0,29.0,2452381505-199546.jpg,2901938432-367627.jpg,1.0,,,,A33U3GZXTFC4M4
30,50,,1.0,30.0,2964218374-144967.jpg,2446759306-271734.jpg,2.0,,,,A33U3GZXTFC4M4
31,51,,1.0,31.0,2898624426-291546.jpg,2981236443-71859.jpg,2.0,,,,A33U3GZXTFC4M4
32,52,,1.0,32.0,2238481928-19949.jpg,2981241419-145844.jpg,3.0,,,,A33U3GZXTFC4M4
33,53,,1.0,33.0,2874301407-363895.jpg,2446761374-124213.jpg,1.0,,,,A33U3GZXTFC4M4
34,54,,1.0,34.0,2238428357-313623.jpg,2984615361-295509.jpg,2.0,,,,A33U3GZXTFC4M4
35,55,,1.0,35.0,2964213381-294060.jpg,2964213381-294061.jpg,3.0,,,,A33U3GZXTFC4M4
36,56,,1.0,36.0,2874302418-65978.jpg,2238481198-19823.jpg,2.0,,,,A33U3GZXTFC4M4
37,57,,1.0,37.0,2964216465-219242.jpg,2898619327-366362.jpg,3.0,,,,A33U3GZXTFC4M4
38,58,,1.0,38.0,2898618390-216538.jpg,2901939327-367670.jpg,2.0,,,,A33U3GZXTFC4M4
39,59,right,1.0,39.0,right.jpg,,,right,1.8304,,A33U3GZXTFC4M4
40,60,,1.0,40.0,2592380177-354626.jpg,2238117096-228518.jpg,3.0,,,,A33U3GZXTFC4M4
41,61,,1.0,41.0,2883268412-365898.jpg,2238436252-314037.jpg,3.0,,,,A33U3GZXTFC4M4
42,62,,1.0,42.0,2874299429-139695.jpg,2446760917-347439.jpg,3.0,,,,A33U3GZXTFC4M4
43,63,,1.0,43.0,2901939379-143479.jpg,2460547467-349423.jpg,1.0,,,,A33U3GZXTFC4M4
44,64,,1.0,44.0,2964223381-294447.jpg,2427874231-269884.jpg,1.0,,,,A33U3GZXTFC4M4
45,65,,1.0,45.0,2964222378-71332.jpg,2981240427-370099.jpg,3.0,,,,A33U3GZXTFC4M4
46,66,left,1.0,46.0,left.jpg,,,left,1.9327,,A33U3GZXTFC4M4
47,67,,1.0,47.0,2901941401-292798.jpg,2898618327-366317.jpg,1.0,,,,A33U3GZXTFC4M4
