,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.1939,0.0,flower1.jpg,flower1_pair.jpg,left,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
1,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.9508,1.0,flower2_pair.jpg,flower2.jpg,right,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
2,6,2.0,left.jpg,left,0.5247,left,14.0,left,1.0,2.3648,2.0,flower3.jpg,flower3_pair.jpg,left,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
3,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.9899,3.0,flower4.jpg,flower4_pair.jpg,left,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.3162,4.0,flower5_pair.jpg,flower5.jpg,right,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.2769,5.0,flower6.jpg,flower6_pair.jpg,left,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
6,10,6.0,flower6.jpg,,,,,,,,,,,,A87D3K9YVKTQ7_2022-12-12_10h15.11.273.csv
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.4947,0.0,flower1.jpg,flower1_pair.jpg,left,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
8,5,1.0,flower2.jpg,,,,13.0,right,1.0,6.9609,1.0,flower2_pair.jpg,flower2.jpg,right,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
9,6,2.0,left.jpg,left,2.35,left,14.0,right,0.0,0.2727,2.0,flower3.jpg,flower3_pair.jpg,left,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
10,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.3027,3.0,flower4.jpg,flower4_pair.jpg,left,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.7878,4.0,flower5_pair.jpg,flower5.jpg,right,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
12,9,5.0,flower5.jpg,,,,17.0,right,0.0,0.7605,5.0,flower6.jpg,flower6_pair.jpg,left,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
13,10,6.0,flower6.jpg,,,,,,,,,,,,A3HFB277V5OXY0_2022-12-12_10h12.20.926.csv
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,6.534200001,0.0,flower1.jpg,flower1_pair.jpg,left,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
15,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.376799999,1.0,flower2_pair.jpg,flower2.jpg,right,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
16,6,2.0,left.jpg,left,1.690200001,left,14.0,left,1.0,1.9791,2.0,flower3.jpg,flower3_pair.jpg,left,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.520699999,3.0,flower4.jpg,flower4_pair.jpg,left,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4075,4.0,flower5_pair.jpg,flower5.jpg,right,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.3235,5.0,flower6.jpg,flower6_pair.jpg,left,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
20,10,6.0,flower6.jpg,,,,,,,,,,,,A177M9OIBDUWFW_2022-12-12_10h21.40.131.csv
21,4,0.0,flower1.jpg,,,,12.0,right,0.0,80.4855,0.0,flower1.jpg,flower1_pair.jpg,left,AHZP05WVFXXCG_2022-12-12_11h20.48.549.csv
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.4313,1.0,flower2_pair.jpg,flower2.jpg,right,AHZP05WVFXXCG_2022-12-12_11h20.48.549.csv
23,6,2.0,left.jpg,left,1.6101,left,14.0,right,0.0,3.0324,2.0,flower3.jpg,flower3_pair.jpg,left,AHZP05WVFXXCG_2022-12-12_11h20.48.549.csv
24,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.6867,3.0,flower4.jpg,flower4_pair.jpg,left,AHZP05WVFXXCG_2022-12-12_11h20.48.549.csv
