,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target_image,pair,layer,correct,test_encoding_response.rt,key_resp_end.keys,subject
0,20,,1.0,0.0,2460547467-349422.jpg,2898618440-216545.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
1,21,,1.0,1.0,2864907432-362042.jpg,2864901420-212147.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
2,22,,1.0,2.0,2592380177-354629.jpg,2898633421-291974.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
3,23,,1.0,3.0,2874302418-65978.jpg,2898633321-291943.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
4,24,,1.0,4.0,2898635428-69104.jpg,2901943411-292945.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
5,25,,1.0,5.0,2874299429-139695.jpg,2901942443-69923.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
6,26,,1.0,6.0,2901952513-70703.jpg,2238481198-19821.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
7,27,,1.0,7.0,2986451363-73599.jpg,2860302315-210704.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
8,28,,1.0,8.0,2868475410-213219.jpg,2901946465-218350.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
9,29,right,1.0,9.0,right.jpg,,,right,0.899,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
10,30,,1.0,10.0,2449442529-124446.jpg,2446759803-49251.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
11,31,,1.0,11.0,2874299429-139694.jpg,2883266367-365742.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
12,32,,1.0,12.0,2901941401-292798.jpg,2898618327-366317.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
13,33,,1.0,13.0,2901939379-143480.jpg,2898632385-217139.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
14,34,,1.0,14.0,2874303365-214262.jpg,2238563377-332054.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
15,35,,1.0,15.0,2898617468-68274.jpg,2901946439-144040.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
16,36,,1.0,16.0,2575120738-55529.jpg,2575120738-55528.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
17,37,,1.0,17.0,2981241414-145842.jpg,2427873848-47312.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
18,38,,1.0,18.0,2238572663-35822.jpg,2864903351-286874.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
19,39,,1.0,19.0,2458347385-199723.jpg,2238480434-93829.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
20,40,,1.0,20.0,2901947423-70311.jpg,2238577590-185467.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
21,41,left,1.0,21.0,left.jpg,,,left,2.592,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
22,42,,1.0,22.0,2460547467-349421.jpg,2981235446-294901.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
23,43,,1.0,23.0,2898634397-367080.jpg,2237944827-301472.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
24,44,,1.0,24.0,2238480677-317399.jpg,2238573546-258454.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
25,45,,1.0,25.0,2238481198-19822.jpg,2862691449-137104.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
26,46,,1.0,26.0,2883268412-365898.jpg,2238436252-314037.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
27,47,,1.0,27.0,2898618444-142233.jpg,2898631359-142721.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
28,48,,1.0,28.0,2883256307-365057.jpg,2864904453-63933.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
29,49,,1.0,29.0,2592380177-354626.jpg,2864901386-286797.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
30,50,left,1.0,30.0,left.jpg,,,left,1.077,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
31,51,,1.0,31.0,2874302418-65979.jpg,2238578544-111698.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
32,52,,1.0,32.0,2898633421-291973.jpg,2238550049-105691.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
33,53,,1.0,33.0,2446759803-49249.jpg,2446760601-272099.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
34,54,,1.0,34.0,2868474407-362883.jpg,2981246400-220363.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
35,55,,1.0,35.0,2874301407-363895.jpg,2446761374-124213.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
36,56,,1.0,36.0,2898635427-367120.jpg,2964221435-219434.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
37,57,,1.0,37.0,2874307433-66280.jpg,2984615358-72439.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
38,58,,1.0,38.0,2238428357-313623.jpg,2984615361-295509.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
39,59,,1.0,39.0,2452381505-199546.jpg,2994401319-148290.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
40,60,,1.0,40.0,2986451363-73598.jpg,2984628361-295995.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
41,61,,1.0,41.0,2446758985-197609.jpg,2864909447-362144.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
42,62,,1.0,42.0,2901939379-143479.jpg,2446758985-197610.jpg,2.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
43,63,,1.0,43.0,2864910426-287204.jpg,2864902304-137862.jpg,1.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
44,64,,0.0,44.0,left.jpg,,,left,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
45,65,,1.0,45.0,2452380832-348593.jpg,2237858942-299356.jpg,3.0,,,,A2AESV6JRC0TC0_2022-10-06_03h44.32.949.csv
