button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate
1,[4.604700000047686],[4.60479999995232],A35TF71Q0XO0PH,25,FEMALE ,6,2022-11-08_14h50.33.274,memory_pilot_most_recent,2022.2.4,Win32,13.12749422
