button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate
1,[3.72679999995232],[3.72679999995232],ASF5V3K4IFP4K,29,male,8,2022-11-08_14h22.01.159,memory_pilot_most_recent,2022.2.4,Win32,60.18295619
